L442;Liquen estriat
L443;Liquen roig moniliforme
L444;Acrodermatitis papulosa infantil [Giannotti-Crosti]
L448;Altres trastorns papuloescatosos especificats
L449;Trastorn papuloescatós no especificat
L500;Urticària al·lèrgica
L501;Urticària idiopàtica
L502;Urticària per fred i per calor
L503;Urticària dermogràfica
L504;Urticària vibratòria
L505;Urticària colinèrgica
L506;Urticària de contacte
L508;Altres urticàries
L509;Urticària no especificada
L510;Eritema multiforme no ampul·lar
L511;Eritema multiforme ampul·lar
L512;Necròlisi epidèrmica tòxica [Lyell]
L518;Altres eritemes multiformes
L519;Eritema multiforme no especificat
L530;Eritema tòxic
L531;Eritema anular centrífug
L532;Eritema marginat
L533;Altres eritemes figurats crònics
L538;Altres afeccions eritematoses especificades
L539;Afecció eritematosa no especificada
L540;Eritema marginat en febre reumàtica aguda (I00+)
L548;Eritema en altres malalties classificades en un altre lloc
L550;Cremada solar de primer grau
L551;Cremada solar de segon grau
L552;Cremada solar de tercer grau
L558;Altres cremades solars
L559;Cremada solar no especificada
L560;Resposta fototòxica a fàrmacs
L561;Resposta fotoal·lèrgica a fàrmacs
L562;Dermatitis per fotocontacte [dermatitis berloque]
L563;Urticària solar
L564;Erupció polimorfa lumínica
L568;Altres canvis a la pell aguts especificats provocats per radiació ultraviolada
L569;Canvi a la pell agut no especificat provocat per radiació ultraviolada
L570;Queratosi actínica
L571;Reticuloide actínic
L572;Cutis romboïdal de la nuca
L573;Pecilodèrmia de Civatte
L574;Cutis lax senil
L575;Granuloma actínic
L578;Altres canvis a la pell provocats per exposició crònica a radiació no ionitzant
L579;Canvis a la pell no especificats provocats per exposició crònica a radiació no ionitzant
L580;Radiodermatitis aguda
L581;Radiodermatitis crònica
L589;Radiodermatitis no especificada
L590;Eritema ab igne [dermatitis ab igne]
L598;Altres trastorns de la pell i el teixit subcutani especificats relacionats amb la radiació
L599;Trastorn de la pell i el teixit subcutani no especificat relacionat amb la radiació
L600;Ungla encarnada
L601;Onicòlisi
L602;Onicogrifosi
L603;Distròfia de l'ungla
L604;Línies de Beau
L605;Síndrome de les ungles grogues
L608;Altres trastorns de les ungles
L609;Trastorn de l'ungla no especificat
L620;Paquidermoperiostosi d'ungla de vidre de rellotge (M89.4+)
L628;Trastorns de les ungles en altres malalties classificades en un altre lloc
L630;Alopècia total (del cap)
L631;Alopècia universal
L632;Ofiasi
L638;Altres alopècies areates
L639;Alopècia areata no especificada
L640;Alopècia androgènica induïda per fàrmacs
L648;Altres alopècies androgèniques
L649;Alopècia androgènica no especificada
L650;Efluvi telogènic
L651;Efluvi anagènic
L652;Alopècia mucinosa
L658;Altres tipus de caiguda de cabells o pèls no cicatricial especificada
L659;Caiguda de cabells o pèls no cicatricial no especificada
L660;Pseudopelada
L661;Liquen planopilar
L662;Fol·liculitis decalvant
L663;Perifol·liculitis capitis abscedens
L664;Fol·liculitis uleritematosa reticulada
L668;Altres alopècies cicatricials
L669;Alopècia cicatricial no especificada
L670;Tricorrexi nodosa
L671;Variacions del color dels cabells i els pèls
L678;Altres anomalies del color i la tija dels cabells i els pèls
L679;Anomalia del color i la tija dels cabells i els pèls no especificada
L680;Hirsutisme
L681;Hipertricosi lanuginosa adquirida
L682;Hipertricosi localitzada
L683;Politríquia
L688;Altres hipertricosis
L689;Hipertricosi no especificada
L700;Acne vulgar
L701;Acne conglobata
L702;Acne varioliforme
L703;Acne tropical
L704;Acne infantil
L705;Acne excoriada de les dones joves
L708;Altres acnes
L709;Acne no especificada
L710;Dermatitis perioral
L711;Rinofima
L718;Altres rosàcies
L719;Rosàcia no especificada
L720;Quist epidèrmic
L721;Quist triquilemmal
L722;Esteatocistoma múltiple
L728;Altres quists fol·liculars de la pell i el teixit subcutani
L729;Quist fol·licular de la pell i el teixit subcutani no especificat
L730;Acne queloïdal
L731;Pseudofol·liculitis de la barba
L732;Hidroadenitis supurativa
L738;Altres trastorns fol·liculars especificats
L739;Trastorn fol·licular no especificat
L740;Miliària rubra
L741;Miliària cristal·lina
L742;Miliària profunda
L743;Miliària no especificada
L744;Anhidrosi
L748;Altres trastorns de les glàndules sudorípares eccrines
L749;Trastorn de les glàndules sudorípares eccrines no especificat
L750;Bromohidrosi
L751;Cromhidrosi
L752;Miliària apocrina
L758;Altres trastorns de les glàndules sudorípares apocrines
L759;Trastorn de les glàndules sudorípares apocrines no especificat
L810;Hiperpigmentació postinflamatòria
L811;Cloasma
L812;Pigues
L813;Taques de cafè amb llet
L814;Altres hiperpigmentacions melàniques
L815;Leucodèrmia no classificada a cap altre lloc
L816;Altres trastorns de disminució de la formació de melanina
L817;Dermatosi purpúrica pigmentada
L818;Altres trastorns especificats de la pigmentació
L819;Trastorn de la pigmentació no especificat
L850;Ictiosi adquirida
L851;Queratosi (queratodèrmia) palmoplantar adquirida
L852;Queratosi puntejada (palmoplantar)
L853;Xerosi del cutis
L858;Altres engruiximents epidèrmics especificats
L859;Engruiximent epidèrmic no especificat
L870;Queratosi fol·licular i parafol·licular penetrant del cutis [Kyrle]
L871;Col·lagenosi reactiva perforant
L872;Elastosi perforant serpiginosa
L878;Altres trastorns de l'eliminació transepidèrmica
L879;Trastorn de l'eliminació transepidèrmica no especificat
L900;Liquen esclerós i atròfic
L901;Anetodèrmia de Schweninger-Buzzi
L902;Anetodèrmia de Jadassohn-Pellizzari
L903;Atrofodèrmia de Pasini i Pierini
L904;Acrodermatitis atròfica crònica
L905;Cicatrius i fibrosi de la pell
L906;Estries atròfiques
L908;Altres trastorns atròfics de la pell
L909;Trastorn atròfic de la pell no especificat
L910;Cicatriu queloïdal
L918;Altres trastorns hipertròfics de la pell
L919;Trastorn hipertròfic de la pell no especificat
L920;Granuloma anular
L921;Necrobiosi lipoïdal no classificada a cap altre lloc
L922;Granuloma facial [granuloma eosinofílic de la pell]
L923;Granuloma de cos estrany de la pell i el teixit subcutani
L928;Altres trastorns granulomatosos de la pell i el teixit subcutani
L929;Trastorn granulomatós de la pell i el teixit subcutani no especificat
L930;Lupus eritematós discoide
L931;Lupus eritematós cutani subagut
L932;Altres lupus eritematosos locals
L940;Esclerodèrmia localitzada [morfea]
L941;Esclerodèrmia lineal
L942;Calcinosi cutània
L943;Esclerodactília
L944;Pàpules de Gottron
L945;Pecilodèrmia vascular atròfica
L946;Ainhum
L948;Altres trastorns localitzats especificats del teixit connectiu
L949;Trastorn localitzat del teixit connectiu no especificat
L950;Vasculitis livedoide
L951;Eritema elevat diüturn
L958;Altres vasculitis limitades a la pell
L959;Vasculitis limitada a la pell no especificada
L980;Granuloma piogen
L981;Dermatitis factícia
L982;Dermatosi neutrofílica febril [Sweet]
L983;Cel·lulitis eosinofílica [Wells]
L984;Úlcera crònica de la pell no classificada a cap altre lloc
L985;Mucinosi cutània
L986;Altres trastorns infiltratius de la pell i el teixit subcutani
L988;Altres trastorns especificats de la pell i el teixit subcutani
L989;Trastorn de la pell i el teixit subcutani no especificat
L990;Amiloïdosi cutània (E85.-+)
L998;Altres trastorns especificats de la pell i el teixit subcutani en
M000;Artritis i poliartritis estafilocòcciques
M0000;Artritis i poliartritis estafilocòcciques: Llocs múltiples
M0001;Artritis i poliartritis estafilocòcciques: Regió de l'espatlla
M0002;Artritis i poliartritis estafilocòcciques: Braç
M0003;Artritis i poliartritis estafilocòcciques: Avantbraç
M0004;Artritis i poliartritis estafilocòcciques: Mà
M0005;Artritis i poliartritis estafilocòcciques: Regió pèlvica i cuixa
M0006;Artritis i poliartritis estafilocòcciques: Cama
M0007;Artritis i poliartritis estafilocòcciques: Turmell i peu
M0008;Artritis i poliartritis estafilocòcciques: Altres llocs
M0009;Artritis i poliartritis estafilocòcciques: Lloc no especificat
M001;Artritis i poliartritis pneumocòcciques
M0010;Artritis i poliartritis pneumocòcciques: Llocs múltiples
M0011;Artritis i poliartritis pneumocòcciques: Regió de l'espatlla
M0012;Artritis i poliartritis pneumocòcciques: Braç
M0013;Artritis i poliartritis pneumocòcciques: Avantbraç
M0014;Artritis i poliartritis pneumocòcciques: Mà
M0015;Artritis i poliartritis pneumocòcciques: Regió pèlvica i cuixa
M0016;Artritis i poliartritis pneumocòcciques: Cama
M0017;Artritis i poliartritis pneumocòcciques: Turmell i peu
M0018;Artritis i poliartritis pneumocòcciques: Altres llocs
M0019;Artritis i poliartritis pneumocòcciques: Lloc no especificat
M002;Altres artritis i poliartritis estreptocòcciques
M0020;Altres artritis i poliartritis estreptocòcciques: Llocs múltiples
M0021;Altres artritis i poliartritis estreptocòcciques: Regió de l'espatlla
M0022;Altres artritis i poliartritis estreptocòcciques: Braç
M0023;Altres artritis i poliartritis estreptocòcciques: Avantbraç
M0024;Altres artritis i poliartritis estreptocòcciques: Mà
M0025;Altres artritis i poliartritis estreptocòcciques: Regió pèlvica i cuixa
M0026;Altres artritis i poliartritis estreptocòcciques: Cama
M0027;Altres artritis i poliartritis estreptocòcciques: Turmell i peu
M0028;Altres artritis i poliartritis estreptocòcciques: Altres llocs
M0029;Altres artritis i poliartritis estreptocòcciques: Lloc no especificat
M008;Artritis i poliartritis causades per altres agents bacterians especificats
M0080;Artritis i poliartritis causades per altres agents bacterians especificats: Llocs múltiples
M0081;Artritis i poliartritis causades per altres agents bacterians especificats: Regió de l'espatlla
M0082;Artritis i poliartritis causades per altres agents bacterians especificats: Braç
M0083;Artritis i poliartritis causades per altres agents bacterians especificats: Avantbraç
M0084;Artritis i poliartritis causades per altres agents bacterians especificats: Mà
M0085;Artritis i poliartritis causades per altres agents bacterians especificats: Regió pèlvica i cuixa
M0086;Artritis i poliartritis causades per altres agents bacterians especificats: Cama
M0087;Artritis i poliartritis causades per altres agents bacterians especificats: Turmell i peu
M0088;Artritis i poliartritis causades per altres agents bacterians especificats: Altres llocs
M0089;Artritis i poliartritis causades per altres agents bacterians especificats: Lloc no especificat
M009;Artritis piògena no especificada
M0090;Artritis piògena no especificada: Llocs múltiples
M0091;Artritis piògena no especificada: Regió de l'espatlla
M0092;Artritis piògena no especificada: Braç
M0093;Artritis piògena no especificada: Avantbraç
M0094;Artritis piògena no especificada: Mà
M0095;Artritis piògena no especificada: Regió pèlvica i cuixa
M0096;Artritis piògena no especificada: Cama
M0097;Artritis piògena no especificada: Turmell i peu
M0098;Artritis piògena no especificada: Altres llocs
M0099;Artritis piògena no especificada: Lloc no especificat
M010;Artritis meningocòccica (A39.8+)
M011;Artritis tuberculosa (A18.0+)
M012;Artritis en malaltia de Lyme (A69.2+)
M013;Artritis en altres malalties bacterianes classificades en un altre lloc
M014;Artritis per rubèola (B06.8+)
M015;Artritis en altres malalties víriques classificades en un altre lloc
M016;Artritis en micosis (B35-B49+)
M018;Artritis en altres malalties infeccioses i parasitàries classificades en un altre lloc
M020;Artropatia consecutiva a derivació intestinal
M021;Artropatia postdisentèrica
M022;Artropatia postimmunització
M023;Malaltia de Reiter
M028;Altres artropaties reactives
M029;Artropatia reactiva no especificada
M030;Artritis postmeningocòccica (A39.8+)
M031;Artropatia postinfecciosa en sífilis
M032;Altres artropaties postinfeccioses en malalties classificades en un altre lloc
M036;Artropatia reactiva en altres malalties classificades en un altre lloc
M050;Síndrome de Felty
M051;Malaltia pulmonar reumatoide (J99.0**)
M052;Vasculitis reumatoide
M053;Artritis reumatoide amb afectació d'altres òrgans, aparells i sistemes
M058;Altres artritis reumatoides seropositives
M059;Artritis reumatoide seropositiva no especificada
M060;Artritis reumatoide seronegativa
M061;Malaltia de Still iniciada en adults
M062;Bursitis reumatoide
M063;Nòdul reumatoide
M064;Poliartropatia inflamatòria
M068;Altres artritis reumatoides especificades
M069;Artritis reumatoide no especificada
M070;Artropatia psoriàsica interfalàngica distal (L40.5+)
M071;Artritis mutilant (L40.5+)
M072;Espondilitis psoriàsica (L40.5+)
M073;Altres artropaties psoriàsiques (L40.5+)
M074;Artropatia en malaltia de Crohn [enteritis regional] (K50.-+)
M075;Artropatia en colitis ulcerosa (K51.-+)
M076;Altres artropaties enteropàtiques
M080;Artritis reumatoide juvenil
M081;Espondilitis anquilosant juvenil
M082;Artritis juvenil amb inici sistèmic
M083;Poliartritis juvenil (seronegativa)
M084;Artritis juvenil oligoarticular
M088;Altres artritis juvenils
M089;Artritis juvenil no especificada
M090;Artritis juvenil en psoriasi (L40.5+)
M091;Artritis juvenil en malaltia de Crohn [enteritis regional] (K50.-+)
M092;Artritis juvenil en colitis ulcerosa (K51.-+)
M098;Artritis juvenil en altres malalties classificades en un altre lloc
M100;Gota idiopàtica
M101;Gota induïda per plom
M102;Gota induïda per fàrmacs
M103;Gota per deterioració de la funció renal
M104;Altres gotes secundàries
M109;Gota no especificada
M110;Malaltia per dipòsit de cristalls d'hidroxiapatita
M111;Condrocalcinosi familiar
M112;Altres condrocalcinosis
M118;Altres artropaties per cristalls especificades
M119;Artropatia per cristalls no especificada
M120;Artropatia postreumàtica crònica [Jaccoud]
M121;Malaltia de Kaixin-Bek [osteoartritis deformant endèmica]
M122;Sinovitis vil·lonodular (pigmentada)
M123;Reumatisme palindròmic
M124;Hidroartrosi intermitent
M125;Artropatia traumàtica
M128;Altres artropaties especificades no classificades a cap altre lloc
M130;Poliartritis no especificada
M131;Monoartritis no classificada a cap altre lloc
M138;Altres artritis especificades
M139;Artritis no especificada
M140;Artropatia gotosa per defectes enzimàtics i altres trastorns heriditaris
M141;Artropatia per dipòsit de cristalls en altres trastorns metabòlics
M142;Artropatia diabètica (E10-E14 amb el quart caràcter comú .6+)
M143;Dermatoartritis lipoïdal (E78.8+)
M144;Artropatia en amiloïdosi (E85.-+)
M145;Artropaties en altres trastorns endocrins, nutricionals i metabòlics
M146;Artropatia neuropàtica
M148;Artropaties en altres malalties especificades classificades en un altre lloc
M150;Atrosi (osteoartrosi) generalitzada primària
M151;Nodes de Heberden (amb artropatia)
M152;Nodes de Bouchard (amb artropatia)
M153;Artrosi múltiple secundària
M154;Artrosi (osteoartrosi) erosiva
M158;Altres poliartrosis
M159;Poliartrosi no especificada
M160;Coxartrosi primària bilateral
M161;Altres coxartrosis primàries
M162;Coxartrosi bilateral derivada de displàsia
M163;Altres coxartrosis displàstiques
M164;Coxartrosi posttraumàtica bilateral
M165;Altres coxartrosis posttraumàtiques
M166;Altres coxartrosis secundàries bilaterals
M167;Altres coxartrosis secundàries
M169;Coxartrosi no especificada
M170;Gonartrosi primària bilateral
M171;Altres gonartrosis primàries
M172;Gonartrosi posttraumàtica bilateral
M173;Altres gonartrosis posttraumàtiques
M174;Altres gonartrosis secundàries bilaterals
M175;Altres gonartrosis secundàries
M179;Gonartrosi no especificada
M180;Artrosi primària bilateral d'articulacions carpometacarpianes dels polzes
M181;Altres artrosis primàries d'articulació carpometacarpiana del polze
M182;Artrosi posttraumàtica bilateral d'articulacions carpometacarpianes dels polzes
M183;Altres artrosis posttraumàtiques d'articulació carpometacarpiana del polze
M184;Altres artrosis secundàries bilaterals d'articulacions carpometacarpianes dels polzes
M185;Altres artrosis secundàries d'articulació carpometacarpiana del polze
M189;Artrosi no especificada d'articulació carpometacarpiana del polze
M190;Artrosi primària d'altres articulacions
M191;Artrosi posttraumàtica d'altres articulacions
M192;Altres artrosis secundàries
M198;Altres artrosis especificades
M199;Artrosi no especificada
M200;Deformitat del -s dit -s de la mà
M201;Hàl·lux valg (adquirit)
M202;Hàl·lux rígid
M203;Altres deformitats d'hàl·lux (adquirides)
M204;Altres dits de martell del peu (adquirits)
M205;Altres deformitats de dit -s del peu (adquirides)
M206;Deformitat adquirida de dit -s del peu no especificada
M210;Deformitat valga no classificada a cap altre lloc
M211;Deformitat vara no classificada a cap altre lloc
M212;Deformitat de flexió
M213;Canell o peu caiguts (adquirits)
M214;Peu pla (adquirit)
M215;Mà d'urpa, mà de pinya, peu d'urpa i peu de pinya adquirits
M216;Altres deformitats adquirides del turmell i el peu
M217;Llargada desigual de les extremitats (adquirida)
M218;Altres deformitats adquirides especificades de les extremitats
M219;Deformitat adquirida no especificada d'una extremitat
M220;Luxació recidivant de ròtula
M221;Subluxació recidivant de ròtula
M222;Trastorns patel·lofemorals
M223;Altres desarranjaments de ròtula
M224;Condromalàcia de la ròtula
M228;Altres trastorns de la ròtula
M229;Trastorn de la ròtula no especificat
M230;Menisc quístic
M2300;Menisc quístic: Llocs múltiples
M2301;Menisc quístic: Lligament encreuat anterior banya anterior del menisc intern
M2302;Menisc quístic: Lligament colateral intern o altre encreuat posterior banya posterior del menisc intern
M2303;Menisc quístic: Lligament lateral intern o altres parts del menisc intern i parts  del menisc intern no especificades
M2304;Menisc quístic: Lligament lateral extern o banya anterior del menisc extern
M2305;Menisc quístic: Banya posterior del menisc extern
M2306;Menisc quístic: Altres parts del menisc extern i parts del menisc extern no  especificades
M2307;Menisc quístic: Lligament capsular
M2309;Menisc quístic: Lligament no especificat o part del menisc no especificada
M231;Menisc discoide (congènit)
M2310;Menisc discoide (congènit): Llocs múltiples
M2311;Menisc discoide (congènit): Lligament encreuat anterior banya anterior del menisc intern
M2312;Menisc discoide (congènit): Lligament colateral intern o altre encreuat posterior banya posterior del menisc intern
M2313;Menisc discoide (congènit): Lligament lateral intern o altres parts del menisc intern i parts  del menisc intern no especificades
M2314;Menisc discoide (congènit): Lligament lateral extern o banya anterior del menisc extern
M2315;Menisc discoide (congènit): Banya posterior del menisc extern
M2316;Menisc discoide (congènit): Altres parts del menisc extern i parts del menisc extern no  especificades
M2317;Menisc discoide (congènit): Lligament capsular
M2319;Menisc discoide (congènit): Lligament no especificat o part del menisc no especificada
M232;Desarranjament del menisc per esquinçament o lesió antics
M2320;Desarranjament del menisc per esquinçament o lesió antics: Llocs múltiples
M2321;Desarranjament del menisc per esquinçament o lesió antics: Lligament encreuat anterior banya anterior del menisc intern
M2322;Desarranjament del menisc per esquinçament o lesió antics: Lligament colateral intern o altre encreuat posterior banya
M2323;Desarranjament del menisc per esquinçament o lesió antics: Lligament lateral intern o altres parts del menisc intern i parts del menisc intern no especificades
M2324;Desarranjament del menisc per esquinçament o lesió antics: Lligament lateral extern o banya anterior del menisc extern
M2325;Desarranjament del menisc per esquinçament o lesió antics: Banya posterior del menisc extern
M2326;Desarranjament del menisc per esquinçament o lesió antics: Altres parts del menisc extern i parts del menisc extern no especificades
M2327;Desarranjament del menisc per esquinçament o lesió antics: Lligament capsular
M2329;Desarranjament del menisc per esquinçament o lesió antics: Lligament no especificat o part del menisc no especificada
M233;Altres desarranjaments de menisc
M2330;Altres desarranjaments de menisc: Llocs múltiples
M2331;Altres desarranjaments de menisc: Lligament encreuat anterior banya anterior del menisc intern
M2332;Altres desarranjaments de menisc: Lligament colateral intern o altre encreuat posterior banya posterior del menisc intern
M2333;Altres desarranjaments de menisc: Lligament lateral intern o altres parts del menisc intern i parts  del menisc intern no especificades
M2334;Altres desarranjaments de menisc: Lligament lateral extern o banya anterior del menisc extern
M2335;Altres desarranjaments de menisc: Banya posterior del menisc extern
M2336;Altres desarranjaments de menisc: Altres parts del menisc extern i parts del menisc extern no  especificades
M2337;Altres desarranjaments de menisc: Lligament capsular
M2339;Altres desarranjaments de menisc: Lligament no especificat o part del menisc no especificada
M234;Cos lliure articular en el genoll
M2340;Cos lliure articular en el genoll: Llocs múltiples
M2341;Cos lliure articular en el genoll: Lligament encreuat anterior banya anterior del menisc intern
M2342;Cos lliure articular en el genoll: Lligament colateral intern o altre encreuat posterior banya posterior del menisc intern
M2343;Cos lliure articular en el genoll: Lligament lateral intern o altres parts del menisc intern i parts  del menisc intern no especificades
M2344;Cos lliure articular en el genoll: Lligament lateral extern o banya anterior del menisc extern
M2345;Cos lliure articular en el genoll: Banya posterior del menisc extern
M2346;Cos lliure articular en el genoll: Altres parts del menisc extern i parts del menisc extern no  especificades
M2347;Cos lliure articular en el genoll: Lligament capsular
M2349;Cos lliure articular en el genoll: Lligament no especificat o part del menisc no especificada
M235;Inestabilitat crònica del genoll
M2350;Inestabilitat crònica del genoll: Llocs múltiples
M2351;Inestabilitat crònica del genoll: Lligament encreuat anterior banya anterior del menisc intern
M2352;Inestabilitat crònica del genoll: Lligament colateral intern o altre encreuat posterior banya posterior del menisc intern
M2353;Inestabilitat crònica del genoll: Lligament lateral intern o altres parts del menisc intern i parts  del menisc intern no especificades
M2354;Inestabilitat crònica del genoll: Lligament lateral extern o banya anterior del menisc extern
M2355;Inestabilitat crònica del genoll: Banya posterior del menisc extern
M2356;Inestabilitat crònica del genoll: Altres parts del menisc extern i parts del menisc extern no  especificades
M2357;Inestabilitat crònica del genoll: Lligament capsular
M2359;Inestabilitat crònica del genoll: Lligament no especificat o part del menisc no especificada
M236;Altres disrupcions espontànies de lligament -s del genoll
M2360;Altres disrupcions espontànies de lligament -s del genoll: Llocs múltiples
M2361;Altres disrupcions espontànies de lligament -s del genoll: Lligament encreuat anterior banya anterior del menisc intern
M2362;Altres disrupcions espontànies de lligament -s del genoll: Lligament colateral intern o altre encreuat posterior banya
M2363;Altres disrupcions espontànies de lligament -s del genoll: Lligament lateral intern o altres parts del menisc intern i parts  del menisc intern no especificades
M2364;Altres disrupcions espontànies de lligament -s del genoll: Lligament lateral extern o banya anterior del menisc extern
M2365;Altres disrupcions espontànies de lligament -s del genoll: Banya posterior del menisc extern
M2366;Altres disrupcions espontànies de lligament -s del genoll: Altres parts del menisc extern i parts del menisc extern no especificades
M2367;Altres disrupcions espontànies de lligament -s del genoll: Lligament capsular
M2369;Altres disrupcions espontànies de lligament -s del genoll: Lligament no especificat o part del menisc no especificada
M238;Altres desarranjaments interns del genoll
M2380;Altres desarranjaments interns del genoll: Llocs múltiples
M2381;Altres desarranjaments interns del genoll: Lligament encreuat anterior banya anterior del menisc intern
M2382;Altres desarranjaments interns del genoll: Lligament colateral intern o altre encreuat posterior banya posterior del menisc intern
M2383;Altres desarranjaments interns del genoll: Lligament lateral intern o altres parts del menisc intern i parts  del menisc intern no especificades
M2384;Altres desarranjaments interns del genoll: Lligament lateral extern o banya anterior del menisc extern
M2385;Altres desarranjaments interns del genoll: Banya posterior del menisc extern
M2386;Altres desarranjaments interns del genoll: Altres parts del menisc extern i parts del menisc extern no  especificades
M2387;Altres desarranjaments interns del genoll: Lligament capsular
M2389;Altres desarranjaments interns del genoll: Lligament no especificat o part del menisc no especificada
M239;Desarranjament intern del genoll no especificat
M2390;Desarranjament intern del genoll no especificat: Llocs múltiples
M2391;Desarranjament intern del genoll no especificat: Lligament encreuat anterior banya anterior del menisc intern
M2392;Desarranjament intern del genoll no especificat: Lligament colateral intern o altre encreuat posterior banya posterior
M2393;Desarranjament intern del genoll no especificat: Lligament lateral intern o altres parts del menisc intern i parts  del menisc intern no especificades
M2394;Desarranjament intern del genoll no especificat: Lligament lateral extern o banya anterior del menisc extern
M2395;Desarranjament intern del genoll no especificat: Banya posterior del menisc extern
M2396;Desarranjament intern del genoll no especificat: Altres parts del menisc extern i parts del menisc extern no  especificades
M2397;Desarranjament intern del genoll no especificat: Lligament capsular
M2399;Desarranjament intern del genoll no especificat: Lligament no especificat o part del menisc no especificada
M240;Cos lliure articular
M241;Altres trastorns del cartílag articular
M242;Trastorn de lligament
M243;Luxació i subluxació articulars patològiques no classificades a cap altre lloc
M244;Luxació i subluxació recidivants articulars
M245;Contractura articular
M246;Anquilosi articular
M247;Protrusió acetabular
M248;Altres desarranjaments articulars especificats no classificats a cap
M249;Desarranjament articular no especificat
M250;Hemartrosi
M251;Fístula articular
M252;Mobilitat articular paradoxal
M253;Altres tipus d'inestabilitat articular
M254;Embassament articular
M255;Dolor articular
M256;Rigidesa articular no classificada a cap altre lloc
M257;Osteòfit
M258;Altres trastorns articulars especificats
M259;Trastorn articular no especificat
M300;Poliarteritis nodosa
M301;Poliarteritis amb afectació pulmonar [Churg-Strauss]
M302;Poliarteritis juvenil
M303;Síndrome limfadenopàtica mucocutània [Kawasaki]
M308;Altres afeccions relacionades amb la poliarteritis nodosa
M310;Angiïtis per hipersensibilitat
M311;Microangiopatia trombòtica
M312;Granuloma letal de la línia mediana
M313;Granulomatosi de Wegener
M314;Síndrome de l'arc de l'aorta [Takayasu]
M315;Arteritis de cèl·lules gegants amb polimiàlgia reumàtica
M316;Altres arteritis de cèl·lules gegants
M317;Poliangiïtis microscòpica
M318;Altres vasculopaties necrosants especificades
M319;Vasculopatia necrosant no especificada
M320;Lupus eritematós sistèmic induït per fàrmacs
M321;Lupus eritematós sistèmic amb afectació d'òrgan o sistema
M328;Altres formes de lupus eritematós sistèmic
M329;Lupus eritematós sistèmic no especificat
M330;Dermatomiositis juvenil
M331;Altres dermatomiositis
M332;Polimiositis
M339;Dermatopolimiositis no especificada
M340;Esclerosi sistèmica progressiva
M341;Síndrome de CREST
M342;Esclerosi sistèmica induïda per fàrmacs i substàncies químiques
M348;Altres formes d'esclerosi sistèmica
M349;Esclerosi sistèmica no especificada
M350;Síndrome seca [Sjögren]
M351;Altres síndromes d'encavalcament
M352;Malaltia de Behçet
M353;Polimiàlgia reumàtica
M354;Fasciïtis difusa (eosinofílica)
M355;Fibrosclerosi multifocal
M356;Panniculitis recidivant [Weber-Christian]
M357;Laxitud articular
M358;Altres afectacions sistèmiques del teixit connectiu especificades
M359;Afectació sistèmica del teixit connectiu no especificada
M360;Dermatomiositis (dermatopolimiositis) en malaltia neoplàstica
M361;Artropatia en malaltia neoplàstica (C00-D48+)
M362;Artropatia hemofílica (D66-D68+)
M363;Artropatia en altres trastorns sanguinis (D50-D76+)
M364;Artropatia en reaccions d'hipersensibilitat classificades en un altre lloc
M368;Trastorns del teixit connectiu sistèmic en altres malalties classificades en un altre lloc
M400;Cifosi postural
M4000;Cifosi postural: Localitzacions múltiples de la columna vertebral
M4001;Cifosi postural: Regió occipitoatlantoaxial
M4002;Cifosi postural: Regió cervical
M4003;Cifosi postural: Regió cervicodorsal
M4004;Cifosi postural: Regió dorsal
M4005;Cifosi postural: Regió dorsolumbar
M4006;Cifosi postural: Regió lumbar
M4007;Cifosi postural: Regió lumbosacra
M4008;Cifosi postural: Regió sacra i sacrococcigeal
M4009;Cifosi postural: Localització no especificada
M401;Altres cifosis secundàries
M4010;Altres cifosis secundàries: Localitzacions múltiples de la columna vertebral
M4011;Altres cifosis secundàries: Regió occipitoatlantoaxial
M4012;Altres cifosis secundàries: Regió cervical
M4013;Altres cifosis secundàries: Regió cervicodorsal
M4014;Altres cifosis secundàries: Regió dorsal
M4015;Altres cifosis secundàries: Regió dorsolumbar
M4016;Altres cifosis secundàries: Regió lumbar
M4017;Altres cifosis secundàries: Regió lumbosacra
M4018;Altres cifosis secundàries: Regió sacra i sacrococcigeal
M4019;Altres cifosis secundàries: Localització no especificada
M402;Altres cifosis i cifosis no especificades
M4020;Altres cifosis i cifosis no especificades: Localitzacions múltiples de la columna vertebral
M4021;Altres cifosis i cifosis no especificades: Regió occipitoatlantoaxial
M4022;Altres cifosis i cifosis no especificades: Regió cervical
M4023;Altres cifosis i cifosis no especificades: Regió cervicodorsal
M4024;Altres cifosis i cifosis no especificades: Regió dorsal
M4025;Altres cifosis i cifosis no especificades: Regió dorsolumbar
M4026;Altres cifosis i cifosis no especificades: Regió lumbar
M4027;Altres cifosis i cifosis no especificades: Regió lumbosacra
M4028;Altres cifosis i cifosis no especificades: Regió sacra i sacrococcigeal
M4029;Altres cifosis i cifosis no especificades: Localització no especificada
M403;Lordosi lumbar posterior a una intervenció quirúrgica
M4030;Lordosi lumbar posterior a una intervenció quirúrgica: Localitzacions múltiples de la columna vertebral
M4031;Lordosi lumbar posterior a una intervenció quirúrgica: Regió occipitoatlantoaxial
M4032;Lordosi lumbar posterior a una intervenció quirúrgica: Regió cervical
M4033;Lordosi lumbar posterior a una intervenció quirúrgica: Regió cervicodorsal
M4034;Lordosi lumbar posterior a una intervenció quirúrgica: Regió dorsal
M4035;Lordosi lumbar posterior a una intervenció quirúrgica: Regió dorsolumbar
